City,Country,City ID,Lat,Long,Max Temp,Humidity,Cloudiness,Wind Speed,Date
Manyana,BW,933416,-23.4,21.7167,79.32,16,0,4.18,1619272841
Sabla,NG,2349431,12.7525,4.7077,106.88,11,18,3.76,1619272842
Ayan,RU,2027316,56.45,138.1667,26.71,76,99,10.27,1619272843
Baft,IR,390054,29.234,56.6057,54.46,64,100,12.59,1619272843
Santa Rosa,PH,1687894,14.3122,121.1114,84.0,76,5,1.99,1619272416
Dalbandin,PK,1180729,28.8947,64.4101,90.82,4,0,11.77,1619272845
Atasū,KZ,1526041,48.6814,71.6433,48.13,23,100,13.71,1619272845
Sur,OM,286245,22.5667,59.5289,93.16,33,0,4.61,1619272846
Katima Mulilo,NA,877178,-17.5,24.2667,81.32,33,100,3.71,1619272847
Kaeo,NZ,2189343,-35.1,173.7833,54.0,94,73,5.64,1619272848
Behat,IN,1276600,30.1667,77.6167,81.14,23,0,7.11,1619272849
San Felipe,VE,3628423,10.3399,-68.7425,80.96,72,84,5.1,1619272850
Tateyama,JP,1850523,34.9833,139.8667,61.0,72,40,11.5,1619272851
Djougou,BJ,2394560,9.7085,1.666,89.6,48,40,8.05,1619272851
Bridlington,GB,2654728,54.0831,-0.1919,54.0,65,14,8.01,1619272852
Plettenberg Bay,ZA,964712,-34.0527,23.3716,65.62,74,100,4.81,1619272853
Abu Dhabi,AE,292968,24.4667,54.3667,96.8,31,0,10.36,1619272557
Baykit,RU,1510689,61.67,96.37,31.32,95,100,2.13,1619272854
Sibolga,ID,1213855,1.7427,98.7792,75.52,96,100,5.01,1619272855
Verkhoyansk,RU,2013465,67.5447,133.385,19.54,87,100,5.28,1619272856
Jyvaskyla,FI,655194,62.2415,25.7209,42.01,87,90,8.05,1619272637
Ekhabi,RU,2122614,53.5102,142.9671,25.23,87,39,8.14,1619272857
Pinawa,CA,6104820,50.1489,-95.8811,33.53,34,61,1.99,1619272858
Ryl'sk,RU,695019,51.5655,34.6822,42.71,58,100,17.83,1619272858
San Quintín,MX,3984997,30.4833,-115.95,56.66,85,20,8.37,1619272859
Port Lincoln,AU,2063036,-34.7333,135.8667,58.93,67,4,5.23,1619272860
Bełchatów,PL,3103709,51.3688,19.3567,51.01,59,100,3.0,1619272861
Hermon,US,4966992,44.8101,-68.9134,62.01,35,40,11.5,1619272862
Fare,PF,4034496,-16.7,-151.0167,79.45,73,100,6.42,1619272863
Zyryanka,RU,2119283,65.75,150.85,15.67,94,100,10.16,1619272863
San Miguel de Tucumán,AR,3836873,-26.8241,-65.2226,69.8,73,0,6.91,1619272819
Esim,GH,2303611,4.8699,-2.2405,86.97,66,99,8.9,1619272865
Guerrero Negro,MX,4021858,27.9769,-114.0611,58.19,84,31,12.12,1619272866
Ust'-Ishim,RU,1488206,57.6935,71.1665,46.63,46,100,4.12,1619272867
Turukhansk,RU,1488903,65.8167,87.9833,34.56,98,94,11.86,1619272868
Nome,US,5870133,64.5011,-165.4064,28.4,86,75,3.24,1619272868
Semnan,IR,116402,35.5729,53.3971,82.02,23,72,10.67,1619272869
Umluj,SA,100926,25.0213,37.2685,81.93,59,0,7.72,1619272870
Mahina,PF,4034307,-17.5065,-149.489,75.2,83,75,3.44,1619272871
São Sebastião,BR,3448257,-23.76,-45.4097,76.91,67,48,4.92,1619272871
Champerico,GT,3598787,14.3,-91.9167,75.2,94,75,6.06,1619272872
Encruzilhada do Sul,BR,3464255,-30.5439,-52.5219,75.56,38,51,4.81,1619272873
Benalla,AU,2176225,-36.55,145.9833,41.0,93,40,4.34,1619272874
Camacupa,AO,3351014,-12.0167,17.4833,76.68,55,100,2.17,1619272875
Rongcheng,CN,1797117,30.634,117.8517,62.29,90,100,6.58,1619272876
Inuvik,CA,5983607,68.3499,-133.7218,30.2,64,100,4.61,1619272876
Menongue,AO,3347353,-14.6585,17.691,82.98,25,54,5.06,1619272877
Kaitangata,NZ,2208248,-46.2817,169.8464,48.0,88,13,5.01,1619272878
Fuerte Olimpo,PY,3438102,-21.0415,-57.8738,91.56,30,91,6.26,1619272878
Sosnogorsk,RU,490391,63.6023,53.8817,52.39,54,68,10.98,1619272879
Severodvinsk,RU,496285,64.5635,39.8302,51.8,76,75,8.95,1619272880
Arkhangelsk,RU,581049,64.5401,40.5433,51.8,76,75,8.95,1619272881
Port Hedland,AU,2063042,-20.3167,118.5667,73.4,73,0,6.91,1619272881
Acapulco de Juárez,MX,3533462,16.8634,-99.8901,73.4,78,20,2.3,1619272882
Masvingo,ZW,886763,-20.0637,30.8277,81.03,21,1,7.7,1619272883
Krapkowice,PL,3094788,50.4752,17.9654,53.01,49,100,5.99,1619272883
Forio,IT,3176748,40.7342,13.8646,69.01,60,2,14.0,1619272884
La Romana,DO,3500957,18.4273,-68.9728,78.8,89,75,8.05,1619272885
Monrovia,LR,2274895,6.3005,-10.7969,91.4,66,75,11.5,1619272886
Thinadhoo,MV,1337610,0.5333,72.9333,83.3,68,21,6.44,1619272886
Mtimbira,TZ,152793,-8.7833,36.35,78.87,88,53,1.74,1619272887
Amalāpuram,IN,1278935,16.5833,82.0167,89.6,58,20,8.05,1619272888
Marawi,PH,1701054,7.9986,124.2928,79.0,85,41,5.01,1619272889
Skodje,NO,3138747,62.5021,6.7034,39.0,79,96,3.0,1619272890
Beyneu,KZ,610298,45.3167,55.2,69.94,25,82,12.35,1619272890
Quatre Cocos,MU,1106643,-20.2078,57.7625,80.01,89,75,11.5,1619272891
Krasnosel'kup,RU,1502073,65.7,82.4667,33.49,98,100,7.87,1619272892
Fukuechō,JP,1863997,32.6881,128.8419,62.01,83,12,12.39,1619272893
Cedar City,US,5536630,37.6775,-113.0619,52.0,31,1,14.97,1619272724
Farmington,US,5467328,36.7281,-108.2187,35.6,55,1,6.91,1619272594
Camacha,PT,2270385,33.0833,-16.3333,68.0,56,20,18.41,1619272894
Sabinas,MX,3988333,27.85,-101.1167,76.75,11,1,7.92,1619272895
Souillac,MU,933995,-20.5167,57.5167,78.8,89,75,11.5,1619272865
Marysville,US,5802570,48.0518,-122.1771,48.0,93,90,8.05,1619272896
Pontianak,ID,1630789,-0.0333,109.3333,80.6,89,40,3.91,1619272897
Eureka,US,5563397,40.8021,-124.1637,48.99,94,100,6.22,1619272898
Kortkeros,RU,544397,61.8106,51.5806,57.2,44,75,6.71,1619272899
Bogale,MM,1328121,16.2833,95.4,85.15,63,67,12.06,1619272899
Tabou,CI,2281120,4.423,-7.3528,86.81,69,87,11.59,1619272900
Poum,NC,2138555,-20.2333,164.0167,78.58,79,96,14.09,1619272901
Naze,JP,1855540,28.3667,129.4833,65.66,66,85,22.28,1619272902
Praia,CV,3374333,14.9215,-23.5087,78.8,53,20,23.02,1619272903
Trairi,BR,3386177,-3.2778,-39.2689,82.45,81,59,10.38,1619272903
Bandarbeyla,SO,64814,9.4942,50.8122,85.1,69,47,13.69,1619272904
Whitehorse,CA,6180550,60.7161,-135.0538,28.4,64,20,1.99,1619272638
Cabo San Lucas,MX,3985710,22.8909,-109.9124,59.0,63,20,3.44,1619272866
Baringo,KE,200575,0.4667,35.9667,87.98,32,98,13.98,1619272906
Taku,CN,1793424,39.0211,117.6469,57.2,77,99,2.24,1619272907
Meulaboh,ID,1214488,4.1363,96.1285,75.92,89,100,5.5,1619272907
Bantogon,PH,1726977,6.5333,124.0333,80.06,74,17,2.08,1619272908
Batemans Bay,AU,2176639,-35.7167,150.1833,55.99,87,89,1.01,1619272814
Sterling,US,4787534,39.0062,-77.4286,60.8,36,1,1.14,1619272909
Cavalcante,BR,3466594,-13.7975,-47.4583,83.34,50,46,3.6,1619272910
Zhengjiatun,CN,2033135,43.5064,123.5064,45.63,25,0,7.45,1619272911
Mopti,ML,2453347,14.6667,-4.0,107.58,6,29,5.28,1619272911
Staraya Stanitsa,RU,489062,48.35,40.2833,56.46,38,92,16.24,1619272912
Hamina,FI,659169,60.5697,27.1979,41.0,56,75,2.3,1619272913
Evensk,RU,2125693,61.95,159.2333,26.29,89,100,7.18,1619272914
Kaseda-shirakame,JP,1859964,31.4167,130.3167,62.6,74,14,10.33,1619272914
Annaberg-Buchholz,DE,2956005,50.5795,13.0063,54.0,56,94,13.0,1619272915
Shakhtinsk,KZ,1519327,49.71,72.5872,50.0,16,0,13.42,1619272916
Sambava,MG,1056899,-14.2667,50.1667,79.21,82,14,13.8,1619272917
Sakaiminato,JP,1853174,35.55,133.2333,55.4,88,40,2.3,1619272917
Moose Factory,CA,6078372,51.2585,-80.6094,21.2,79,90,11.5,1619272918
Pushkinskiye Gory,RU,503965,57.0209,28.9103,40.71,68,100,12.12,1619272919
Norman Wells,CA,6089245,65.282,-126.8329,24.8,68,75,4.61,1619272919
Campbellton,CA,6696258,48.0075,-66.6727,42.8,65,82,18.41,1619272920
Narsaq,GL,3421719,60.9167,-46.05,59.0,26,20,19.57,1619272921
Kokopo,PG,2093685,-4.352,152.2633,77.54,81,33,4.99,1619272922
Nikolayevka,RU,521966,53.1257,47.2041,53.85,74,100,10.29,1619272922
Petropavlovsk-Kamchatskiy,RU,2122104,53.0452,158.6483,33.8,100,20,6.71,1619272923
Nava,MX,3995050,28.4167,-100.7667,74.57,16,0,7.78,1619272924
Arcata,US,5558953,40.8665,-124.0828,48.99,87,90,3.44,1619272763
Broken Hill,AU,2173911,-31.95,141.4333,57.2,54,0,9.22,1619272925
Toro,CO,3666881,4.6117,-76.0814,69.8,88,40,4.61,1619272926
Namatanai,PG,2090021,-3.6667,152.4333,78.71,81,50,7.16,1619272926
Gilgit,PK,1178338,35.9221,74.3087,57.61,30,1,1.57,1619272927
Jonesboro,US,4116834,35.8423,-90.7043,55.4,94,90,6.91,1619272928
Antonina,BR,3472048,-25.4286,-48.7119,62.6,77,75,3.44,1619272928
Taicheng,CN,1790959,38.731,113.228,48.99,73,100,4.34,1619272929
Imbituba,BR,3461370,-28.24,-48.6703,73.4,73,20,4.61,1619272930
Montijo,PT,2265788,38.7067,-8.9739,69.8,56,20,13.8,1619272931
Manono,CD,209598,-7.3,27.4167,81.12,67,100,1.77,1619272931
Hoshcha,UA,708257,50.6003,26.6744,46.4,42,40,15.66,1619272932
Maniitsoq,GL,3421982,65.4167,-52.9,38.53,66,0,2.21,1619272933
Tulu Bolo,ET,327234,8.6667,38.2167,72.09,45,100,6.02,1619272934
San Felipe Orizatlán,MX,3522302,21.1833,-98.6167,82.35,40,100,3.22,1619272934
Ayorou,NE,2447416,14.7308,0.9174,109.45,4,0,9.46,1619272935
Sal Rei,CV,3374235,16.1833,-22.9167,77.0,53,40,19.57,1619272936
Anamur,TR,323828,36.0751,32.8369,78.8,27,75,6.91,1619272936
Mascota,MX,3996472,20.5167,-104.7833,73.0,83,75,3.44,1619272847
Médéa,DZ,2488835,36.2642,2.7539,71.6,56,0,16.11,1619272938
Harper,LR,2276492,4.375,-7.7169,85.57,71,58,11.12,1619272938
Harbin,CN,2037013,45.75,126.65,46.4,42,0,8.95,1619272939
Lucapa,AO,145724,-8.4192,20.7447,71.58,87,100,0.36,1619272940
Vágur,FO,2610806,61.4732,-6.8119,45.95,84,100,5.91,1619272940
Bagotville,AU,2177254,-28.9833,153.4167,57.2,94,74,4.5,1619272941
Buala,SB,2109528,-8.145,159.5921,79.95,82,54,2.35,1619272942
Homer,US,5864145,59.6425,-151.5483,37.99,93,90,4.61,1619272943
Bara,NG,2347758,10.3744,10.7288,100.4,32,20,10.36,1619272943
Mehamn,NO,778707,71.0357,27.8492,34.66,71,100,9.33,1619272944
Kiama,AU,2161515,-34.6833,150.8667,54.0,87,24,1.99,1619272945
Tuban,ID,1623180,-6.8976,112.0649,79.18,82,81,4.07,1619272946
Imperatriz,BR,3398269,-5.5264,-47.4917,82.4,78,75,4.61,1619272946
Yeppoon,AU,2142316,-23.1333,150.7333,69.8,73,90,1.14,1619272947
Sompeta,IN,1255816,18.9333,84.6,82.69,75,2,8.93,1619272948
Oistins,BB,3373652,13.0667,-59.5333,84.2,54,40,17.27,1619272755
Klaksvík,FO,2618795,62.2266,-6.589,51.8,66,83,5.75,1619272949
Bairiki Village,KI,7601762,1.3292,172.9752,81.59,74,71,5.32,1619272950
Bojnourd,IR,140380,37.4747,57.329,78.8,27,75,6.91,1619272950
Saint-Louis,SN,2246451,16.3333,-15.0,100.98,11,1,8.97,1619272951
Monte Alegre,BR,3394605,-2.0078,-54.0692,82.67,76,65,3.94,1619272952
Aklavik,CA,5882953,68.2191,-135.0107,23.0,86,75,3.44,1619272952
Matagami,CA,6067747,49.7502,-77.6328,28.4,93,90,10.36,1619272953
Yulara,AU,6355222,-25.2406,130.9889,62.6,42,59,5.75,1619272875
Batalha,BR,3405993,-9.6778,-37.1247,87.03,56,60,6.91,1619272954
Gaza,PS,281133,31.5,34.4667,75.99,44,0,3.0,1619272955
Saint-Pierre,RE,935214,-21.3393,55.4781,77.0,88,90,24.16,1619272956
Matara,LK,1235846,5.9485,80.5353,79.23,87,62,6.49,1619272957
Gusinoye Ozero,RU,2023778,51.1144,106.2614,42.4,84,100,3.71,1619272957
Belmonte,BR,3470137,-15.8631,-38.8828,80.6,74,40,9.22,1619272958
Nova Olímpia,BR,3456137,-14.7972,-57.2881,86.49,57,10,3.96,1619272959
Hambantota,LK,1244926,6.1241,81.1185,82.4,100,40,3.44,1619272959
Soyo,AO,2236967,-6.1349,12.3689,86.0,66,75,5.75,1619272960
Kathu,TH,1153035,7.9178,98.3332,88.0,79,20,10.36,1619272961
Isangel,VU,2136825,-19.55,169.2667,78.08,81,92,10.45,1619272962
Pathein,MM,1328421,16.7833,94.7333,81.81,77,71,10.07,1619272962
Kailua,US,5847486,21.4022,-157.7394,73.4,73,90,12.66,1619272678
Tihuatlan,MX,3515603,20.7167,-97.5333,78.8,94,1,5.75,1619272963
Gumi,KR,1842225,36.1136,128.336,60.8,58,40,1.14,1619272964
Río Gallegos,AR,3838859,-51.6226,-69.2181,41.0,93,0,1.14,1619272939
Ladário,BR,3459352,-19.0047,-57.6017,84.2,65,20,6.91,1619272966
Khovd,MN,1516048,48.0056,91.6419,31.75,18,1,16.75,1619272966
Bonthe,SL,2409914,7.5264,-12.505,88.16,59,52,12.64,1619272967
Weligama,LK,1223738,5.9667,80.4167,79.59,85,71,6.76,1619272968
Kabare,CD,215605,-2.4683,28.8242,70.52,86,77,1.99,1619272750
Severo-Kuril'sk,RU,2121385,50.6789,156.125,35.71,94,100,4.83,1619272969
Kangaatsiaq,GL,3422683,68.3065,-53.4641,30.63,79,91,8.72,1619272970
Sabang,ID,1214026,5.8933,95.3214,83.17,70,100,15.95,1619272970
Itarema,BR,3393692,-2.9248,-39.9167,85.89,67,79,12.06,1619272971
Oranjemund,NA,3354071,-28.55,16.4333,66.15,69,13,9.62,1619272972
Coquimbo,CL,3893629,-29.9533,-71.3436,57.2,77,0,3.44,1619272973
North Platte,US,5697939,41.1239,-100.7654,37.4,70,90,6.91,1619272973
Olafsvik,IS,3414079,64.8945,-23.7142,44.83,89,100,15.23,1619272974
Iranshahr,IR,1160939,27.2025,60.6848,104.0,8,20,6.91,1619272975
Tongren,CN,1792592,27.7172,109.1853,57.85,92,100,7.16,1619272976
Lahaina,US,5849996,20.8783,-156.6825,71.6,88,75,14.97,1619272856
Coruripe,BR,3465329,-10.1256,-36.1756,82.98,72,30,10.47,1619272977
Katakwi,UG,231947,1.8911,33.9661,81.95,51,93,0.78,1619272978
Nioro,GM,2412408,13.35,-15.75,98.13,12,17,8.25,1619272979
Mana,GF,3381041,5.6592,-53.7767,76.41,92,100,7.99,1619272979
Brae,GB,2654970,60.3964,-1.353,46.4,87,90,9.22,1619272980
Kampong Thom,KH,1831125,12.7111,104.8887,84.29,66,98,9.86,1619272981
Syracuse,IT,2523082,37.0881,15.2792,63.0,77,75,8.05,1619272982
Caldas Novas,BR,3468100,-17.7417,-48.625,84.7,30,7,2.73,1619272848
Nova Russas,BR,3393832,-4.7067,-40.5631,85.53,59,99,2.21,1619272983
Kulhudhuffushi,MV,1337613,6.6221,73.07,84.16,69,64,2.64,1619272984
Kamenka,RU,553766,51.3223,42.7678,48.0,71,96,7.0,1619272984
Kahului,US,5847411,20.8947,-156.47,71.6,88,1,14.97,1619272985
Segezha,RU,497927,63.7415,34.3222,39.83,80,100,5.88,1619272986
Kunda,IN,1265632,25.7167,81.5167,93.13,10,29,9.06,1619272986
Sinnamary,GF,3380290,5.3833,-52.95,78.21,87,100,11.86,1619272987
Guarapari,BR,3461888,-20.6667,-40.4975,82.0,69,40,9.22,1619272988
Vila Franca do Campo,PT,3372472,37.7167,-25.4333,57.2,88,75,17.27,1619272989
Cap Malheureux,MU,934649,-19.9842,57.6142,80.01,82,100,5.99,1619272990
Tailai,CN,2034599,46.3833,123.4,49.32,18,0,6.55,1619272991
Chiang Klang,TH,1611195,19.2938,100.8617,86.14,53,69,2.55,1619272992
Lyubech,UA,702477,51.7026,30.6569,44.51,44,99,16.58,1619272993
Bosaso,SO,64013,11.2842,49.1816,86.0,84,40,6.91,1619272994
Lapta,CY,146403,35.3375,33.1792,91.4,6,0,6.91,1619272995
Taoudenni,ML,2450173,22.6783,-3.9836,104.31,6,0,12.66,1619272995
Mahajanga,MG,1062663,-15.7167,46.3167,87.8,55,40,6.91,1619272996
Azanka,RU,1511146,58.0401,64.7893,47.61,51,100,8.77,1619272997
Bone,DE,2937959,51.9669,12.1396,57.0,51,100,3.0,1619272998
Hohhot,CN,2036892,40.8106,111.6522,62.6,31,20,6.71,1619272999
Kurmanayevka,RU,538685,52.5093,52.0675,49.91,75,87,5.21,1619272999
Mungeli,IN,1262484,22.0667,81.6833,91.44,12,100,6.87,1619273000
Dabakala,CI,2290609,8.3667,-4.4333,98.1,36,79,5.1,1619273001
Ejido,VE,3644417,8.5514,-71.2375,77.92,60,91,4.34,1619273003
San Policarpo,PH,1688696,12.1791,125.5072,78.51,84,82,6.53,1619273003
Nyrob,RU,516588,60.733,56.7202,44.51,85,100,7.72,1619273004
Valkeala,FI,632669,60.9401,26.7979,41.0,52,90,4.61,1619273005
Ahipara,NZ,2194098,-35.1667,173.1667,60.03,86,71,9.19,1619273005
Villazón,BO,3901501,-22.0866,-65.5942,51.12,15,0,17.45,1619273006
Kavaratti,IN,1267390,10.5669,72.642,85.19,69,7,7.74,1619273007
Montepuez,MZ,1037125,-13.1256,38.9997,74.08,89,98,7.02,1619273008
Ngunguru,NZ,2186111,-35.6167,174.5,54.0,94,34,9.08,1619273009
Sicamous,CA,6147353,50.8331,-118.9856,37.4,75,58,2.3,1619272847
Bereket,TM,161974,39.2446,55.5154,77.86,35,81,12.3,1619273010
Prabumulih,ID,1631393,-3.45,104.25,76.89,79,88,3.83,1619273011
Kolokani,ML,2454955,13.5728,-8.0339,98.49,19,97,5.61,1619273011
Vostochnyy,RU,471501,55.8167,37.8667,42.01,87,90,17.9,1619273012
Sinegor'ye,RU,2121197,62.0788,150.477,-0.38,91,91,2.28,1619273013
Haicheng,CN,2037086,40.8516,122.7475,53.71,50,6,13.35,1619273014
Ca Mau,VN,1586443,9.1769,105.15,81.34,77,31,4.36,1619273014
Aguçadoura,PT,2743298,41.4318,-8.7804,69.01,73,40,3.44,1619273015
Egvekinot,RU,4031742,66.3167,-179.1667,21.16,85,99,1.01,1619273016
Hokitika,NZ,2206894,-42.7167,170.9667,49.05,84,5,3.87,1619273016
Inhambane,MZ,1045114,-23.865,35.3833,80.6,54,20,9.26,1619273017
Vila,PT,7117100,42.0304,-8.1588,69.01,53,99,1.01,1619273018
Tari,NG,2322495,12.4086,4.4914,107.1,11,18,2.86,1619273019
Haines Junction,CA,5969025,60.7522,-137.5108,21.2,93,12,3.44,1619273019
Pecos,US,5528182,31.4229,-103.4932,57.2,30,1,5.75,1619273020
Poronaysk,RU,2121909,49.2167,143.1167,31.84,92,100,5.7,1619273021
Isaka,TZ,159045,-3.9,32.9333,76.68,64,98,2.8,1619273021
Poli,TZ,150689,-3.3333,36.8,84.2,61,40,5.75,1619273022
Pachino,IT,6539213,36.7186,15.0907,64.4,55,75,8.05,1619273023
Lavrentiya,RU,4031637,65.5833,-171.0,21.31,97,82,3.6,1619273024
Nacala,MZ,1035025,-14.5428,40.6728,76.89,89,100,9.4,1619272770
Garoowe,SO,58933,8.4054,48.4845,91.17,34,79,7.7,1619273025
Bonavista,CA,5905393,48.6499,-53.1147,37.4,93,63,8.05,1619273026
Springe,DE,2830035,52.2085,9.5542,55.99,40,100,4.0,1619273026
Zeya,RU,2012593,53.75,127.2667,30.15,65,1,6.31,1619273027
Goubellat,TN,2467980,36.5418,9.6633,68.0,49,20,13.8,1619273028
Zemio,CF,235826,5.0314,25.1361,86.99,50,83,7.05,1619273028
Seybaplaya,MX,3516685,19.65,-90.6667,77.0,83,20,10.36,1619273029
Coyhaique,CL,3894426,-45.5752,-72.0662,50.0,81,90,5.75,1619273030
Mackenzie,CA,6063191,55.2999,-123.1698,28.4,69,1,2.3,1619273031
Bayangol,RU,2027002,50.6977,103.4656,32.52,99,100,0.56,1619273031
Kiraoli,IN,1266510,27.15,77.7833,87.94,8,60,8.7,1619273032
Rio Branco,BR,3662574,-9.9747,-67.81,82.4,78,40,9.22,1619273033
Kwidzyn,PL,3094086,53.7249,18.9311,46.99,46,100,4.0,1619273033
Kuantan,MY,1735227,3.8077,103.326,78.8,83,20,2.3,1619273034
Laas,IT,3175096,46.6166,10.7002,75.2,29,0,4.61,1619273035
Kinablangan,PH,1708743,7.6947,126.5503,79.88,81,100,3.6,1619273036
Savannah Bight,HN,3601402,16.45,-85.85,86.0,45,0,23.06,1619273036
Alice Springs,AU,2077895,-23.7,133.8833,57.2,51,2,9.22,1619272827
Bajil,YE,77408,15.0584,43.2851,94.19,33,32,1.72,1619273038
Alta,NO,847633,69.9689,23.2717,33.8,60,90,16.11,1619273038
Kununurra,AU,2068110,-15.7667,128.7333,66.2,63,9,4.61,1619273039
Ushtobe,KZ,1517637,45.2514,77.9838,43.79,30,100,20.4,1619273040
Saint-Joseph,RE,6690296,-21.3667,55.6167,77.0,88,90,24.16,1619273040
Upington,ZA,945945,-28.4478,21.2561,89.6,12,0,1.14,1619273041
Temba,ZA,989747,-25.3803,28.2631,78.8,21,30,12.66,1619273042
Nishihara,JP,1855342,26.1842,127.7558,69.8,83,75,16.11,1619273043
Owando,CG,2255542,-0.4819,15.8999,77.45,73,100,3.44,1619273044
Dudinka,RU,1507116,69.4058,86.1778,32.95,98,100,12.28,1619273045
Fujinomiya,JP,1864105,35.2167,138.6167,62.01,47,79,3.0,1619273045
Mountain Home,US,5601615,43.133,-115.6912,50.0,40,40,8.05,1619273046
Hobyo,SO,57000,5.3505,48.5268,85.82,65,75,11.36,1619273047
La Peca,PE,3695675,-5.6111,-78.435,70.05,88,69,1.21,1619273048
Al Bardīyah,LY,80509,31.7561,25.0865,71.22,47,100,13.87,1619273049
Tomatlán,MX,3981391,19.9333,-105.25,74.39,43,75,2.04,1619273049
Rome,US,5134295,43.2128,-75.4557,55.99,61,1,8.59,1619272803
South Sioux City,US,5079250,42.4739,-96.4136,42.8,56,1,17.27,1619273051
Tazmalt,DZ,2477537,36.3868,4.3989,77.05,33,100,5.64,1619273051
Ilula,TZ,159179,-7.6766,36.0366,75.2,60,75,8.05,1619273052
Flin Flon,CA,5954718,54.7682,-101.865,17.6,62,40,5.75,1619273053
San Miguel,SV,3583446,13.4833,-88.1833,82.4,78,0,2.3,1619273053
Aitape,PG,2101169,-3.1374,142.3475,78.71,86,59,2.64,1619273054
Alyangula,AU,2079582,-13.8483,136.4192,73.4,94,100,8.72,1619273055
Ketchikan,US,5554428,55.3422,-131.6461,35.6,93,1,5.75,1619273056
Magadan,RU,2123628,59.5667,150.8,17.26,70,83,11.79,1619272830
Uyuni,BO,3901903,-20.4597,-66.825,45.55,25,0,15.48,1619273057
Bagdarin,RU,2027244,54.4333,113.6,35.01,51,100,3.49,1619273058
Beringovskiy,RU,2126710,63.05,179.3167,21.85,98,91,3.67,1619273058
Challans,FR,3027513,46.8436,-1.8749,75.2,31,0,13.8,1619273059
Natal,BR,3394023,-5.795,-35.2094,86.0,66,75,12.66,1619272980
Port Hardy,CA,6111862,50.6996,-127.4199,44.6,100,90,2.1,1619272810
Mel'nikovo,RU,1499007,56.5558,84.085,32.04,91,93,2.35,1619273061
Ventspils,LV,454310,57.3894,21.5606,39.2,75,75,16.11,1619272853
Yatou,CN,1786855,37.15,122.3833,50.81,75,0,7.18,1619273063
Tautira,PF,4033557,-17.7333,-149.15,75.2,83,75,2.3,1619273064
Utiel,ES,2510075,39.5667,-1.2,57.99,84,100,10.63,1619273064
Funtua,NG,2342490,11.5233,7.3081,97.93,19,94,4.81,1619273065
Santiago,CL,3871336,-33.4569,-70.6483,63.0,93,0,1.14,1619272827
Svetlaya,RU,2015852,46.5389,138.3297,34.43,90,76,1.12,1619273066
Otradnoye,RU,513898,59.7775,30.8181,45.0,56,75,6.71,1619273067
Mezen',RU,527321,65.8522,44.24,59.77,41,100,9.66,1619273068
Miandrivazo,MG,1059051,-19.5167,45.4667,87.76,52,0,3.94,1619273069
