City,Country,City ID,Lat,Long,Max Temp,Humidity,Cloudiness,Wind Speed,Date
Batagay-Alyta,RU,2027042,67.8006,130.4114,18.97,83,100,5.35,1619273070
Maiduguri,NG,2331447,11.8464,13.1603,106.11,14,100,3.15,1619273070
Nur-Sultan,KZ,1526273,51.1801,71.446,50.0,25,0,6.71,1619273071
Władysławowo,PL,3081752,54.7909,18.4009,48.0,25,0,24.16,1619273072
Panzhihua,CN,6929460,26.5851,101.7128,77.45,20,0,3.8,1619273073
Amurzet,RU,2027740,47.6967,131.0981,41.25,31,5,7.58,1619273073
Abū Zabad,SD,380348,12.35,29.25,102.67,14,65,13.27,1619273074
Rotterdam,NL,2747891,51.9225,4.4792,55.0,58,100,10.36,1619273075
Sept-Îles,CA,6144312,50.2001,-66.3821,44.01,75,20,8.05,1619272832
Schisma Eloundas,GR,253666,35.2667,25.7167,69.01,82,75,8.05,1619273076
Hermiston,US,5731070,45.8404,-119.2895,51.01,76,90,12.66,1619272855
Honāvar,IN,1269976,14.2833,74.45,82.9,70,0,7.14,1619273077
Viedma,AR,3832899,-40.8135,-62.9967,60.4,58,82,19.35,1619272911
Salisbury,GB,2638664,51.0693,-1.7957,62.6,39,8,14.97,1619272790
Mwinilunga,ZM,902620,-11.7358,24.4293,73.02,66,100,3.6,1619273079
Sironko,UG,226267,1.2313,34.2477,69.17,90,100,8.37,1619273080
Shimoda,JP,1852357,34.6667,138.95,62.01,78,51,1.01,1619273080
Banda Aceh,ID,1215502,5.5577,95.3222,81.3,74,100,10.16,1619273081
Sola,VU,2134814,-13.8833,167.55,81.82,78,86,12.48,1619273082
Tucupita,VE,3625929,9.0622,-62.051,88.66,50,35,7.29,1619273083
Srednekolymsk,RU,2121025,67.45,153.6833,12.29,95,100,10.76,1619273083
Zhoucheng,CN,1920772,35.9122,116.3117,57.18,66,100,7.74,1619273084
Necochea,AR,3430443,-38.5473,-58.7368,64.99,70,0,11.01,1619273085
Hervey Bay,AU,2146219,-25.2986,152.8535,64.0,81,0,1.01,1619273085
Mugur-Aksy,RU,1498283,50.35,90.5,13.17,78,80,6.29,1619273086
Tūkrah,LY,88834,32.5341,20.5791,68.52,69,56,14.72,1619273087
Lorengau,PG,2092164,-2.0226,147.2712,80.64,77,84,3.8,1619273088
Dukhovshchina,RU,564234,55.1919,32.4111,41.63,48,100,10.76,1619273088
Pundaguitan,PH,1698289,6.3711,126.1689,84.72,73,9,4.85,1619273089
Nucşoara,RO,672134,45.3333,24.7833,53.06,50,91,2.86,1619273090
Buchanan,LR,2278158,5.8808,-10.0467,91.4,66,75,11.5,1619273090
Hualmay,PE,3939761,-11.0964,-77.6139,67.98,82,21,7.31,1619273091
Bathurst,AU,2176632,-33.4166,149.5806,36.0,93,4,2.1,1619273092
Antofagasta,CL,3899539,-23.65,-70.4,70.0,77,20,1.14,1619272803
San Ignacio,BZ,3581194,17.1561,-89.0714,78.8,83,0,6.91,1619273093
Jati,PK,1176048,24.3539,68.2671,92.68,32,7,17.87,1619273094
Anloga,GH,2304548,5.7947,0.8973,89.6,70,40,13.8,1619273095
Celina,US,5149493,40.5489,-84.5702,53.01,76,100,1.99,1619273095
Buraidah,SA,107304,26.326,43.975,100.4,13,20,8.03,1619273096
Grindavik,IS,3416888,63.8424,-22.4338,46.4,87,90,25.32,1619273097
Rawson,AR,3839307,-43.3002,-65.1023,55.8,59,0,4.34,1619273097
Northview,US,5003952,43.0456,-85.6006,50.0,66,90,6.91,1619273098
Dunedin,NZ,2191562,-45.8742,170.5036,48.99,85,18,5.01,1619273099
Ambilobe,MG,1082243,-13.2,49.05,81.12,75,49,1.88,1619273100
Kindu,CD,212902,-2.95,25.95,82.26,62,93,3.62,1619273100
Mareeba,AU,2158767,-17.0,145.4333,73.99,100,75,11.5,1619273101
Marsá Maţrūḩ,EG,352733,31.3525,27.2453,75.2,29,0,14.97,1619273103
Lagos,NG,2332453,6.5833,3.75,91.4,62,75,16.11,1619272871
Beloha,MG,1067565,-25.1667,45.05,83.32,48,1,15.05,1619273104
Fairbanks,US,5861897,64.8378,-147.7164,32.0,69,1,10.36,1619273102
Diffa,NE,2445704,13.3154,12.6113,106.95,11,56,7.47,1619273106
Perivoli,GR,255498,39.4206,20.0147,66.2,55,75,11.5,1619273107
Wisconsin Rapids,US,5279436,44.3836,-89.8174,51.8,71,90,3.44,1619273108
Lahat,ID,1638775,-3.8,103.5333,75.27,90,97,3.22,1619273108
Sørland,NO,3137469,67.667,12.6934,37.4,56,40,13.8,1619273109
Berlevåg,NO,780687,70.8578,29.0864,35.06,70,100,13.56,1619273110
Chabahar,IR,1161724,25.2919,60.643,85.69,58,0,5.75,1619273111
Teknāf,BD,1185095,20.8624,92.3058,81.14,77,2,10.45,1619273111
Puerto Ayacucho,VE,3629710,5.6639,-67.6236,80.44,79,98,3.33,1619273112
Pemba,MZ,1028918,-12.974,40.5178,75.2,100,75,11.5,1619273113
Sivaki,RU,2016477,52.6333,126.75,37.36,60,33,14.45,1619273114
Townsville,AU,2146142,-19.25,146.8,73.4,88,90,10.36,1619273115
Jasper,US,4392354,37.2001,-94.3502,54.0,94,90,11.5,1619273115
Pedernales,DO,3495137,18.0384,-71.744,83.39,57,9,4.7,1619273116
Taitung City,TW,6949678,22.7583,121.1444,73.0,87,98,6.06,1619273117
Tadine,NC,2138285,-21.55,167.8833,75.47,81,100,10.31,1619273117
Mumford,GH,2297810,5.2618,-0.759,86.16,69,99,13.56,1619273118
Kieta,PG,2094027,-6.2167,155.6333,78.39,84,74,2.35,1619273119
Goundam,ML,2456917,16.4145,-3.6708,106.57,7,79,6.4,1619273120
Najrān,SA,103630,17.4924,44.1277,95.0,13,75,6.91,1619273120
Basco,PH,1726449,20.4487,121.9702,77.41,71,99,12.95,1619273121
Aden,YE,415189,12.7794,45.0367,83.52,78,34,13.06,1619272843
Saint Anthony,US,5044290,45.0205,-93.218,36.0,80,90,12.66,1619273122
Bilibino,RU,2126682,68.0546,166.4372,22.19,94,100,1.86,1619273123
Marivan,IR,97572,35.5219,46.176,75.38,16,1,8.68,1619273124
Būlaevo,KZ,1525014,54.9056,70.4439,48.9,30,100,10.74,1619273125
Dakar,SN,2253354,14.6937,-17.4441,75.2,73,0,16.11,1619272991
Abalak,RU,1512223,58.1286,68.5944,47.53,43,100,5.08,1619273126
Qaqortoq,GL,3420846,60.7167,-46.0333,59.0,26,20,19.57,1619273127
Mutoko,ZW,884927,-17.397,32.2268,73.4,44,91,3.83,1619273128
Kalmunai,LK,1242110,7.4167,81.8167,82.09,73,52,8.05,1619273128
Luleå,SE,604490,65.5842,22.1547,33.8,80,90,18.41,1619273129
Vostok,RU,2013279,46.4856,135.8833,31.6,59,99,5.44,1619273130
Abu Samrah,SY,172515,35.3029,37.1841,89.69,17,70,15.61,1619273131
Palpa,PE,3933345,-14.5336,-75.1856,75.16,58,0,5.7,1619273132
Jiuquan,CN,1279945,39.7432,98.5174,55.83,31,100,12.66,1619273132
Taksimo,RU,2015701,56.3444,114.8794,31.42,84,100,1.19,1619273133
Hailar,CN,2037078,49.2,119.7,45.09,23,58,4.09,1619273134
Alausí,EC,3660798,-2.2,-78.8333,54.5,78,92,1.7,1619273134
Pāsighāt,IN,1260206,28.0667,95.3333,76.77,43,71,5.77,1619273135
Port-Cartier,CA,6111696,50.0334,-66.8654,45.0,75,20,8.05,1619273136
Uíge,AO,2236568,-7.6087,15.0613,78.8,69,75,6.91,1619273137
Krishnanagar,IN,1265859,23.4,88.5,92.28,11,21,7.0,1619273137
Tsaratanana,MG,1055059,-16.7833,47.65,79.03,69,50,9.69,1619273138
San Rafael,AR,3836669,-34.6177,-68.3301,62.19,56,10,3.74,1619273139
Gorontalo,ID,1643837,0.5412,123.0595,75.34,92,59,2.3,1619273139
Den Helder,NL,2757220,52.9599,4.7593,50.0,62,90,12.66,1619273140
Uray,RU,1488429,60.1247,64.7758,45.93,80,100,0.43,1619273141
Ginir,ET,336454,7.1333,40.7,66.97,71,74,7.74,1619273142
Porto-Novo,BJ,2392087,6.4965,2.6036,89.6,70,40,14.97,1619273142
Vardø,NO,777019,70.3705,31.1107,33.8,80,75,20.71,1619273143
Yinchuan,CN,1786657,38.4681,106.2731,47.48,72,100,9.35,1619273144
Alta Floresta,BR,6316343,-9.8756,-56.0861,77.0,100,40,5.75,1619273145
Freeport,US,5117949,40.6576,-73.5832,62.6,29,1,8.05,1619272974
Mahon,ES,2514301,39.8885,4.2658,66.2,52,20,9.22,1619273146
Quelimane,MZ,1028434,-17.8786,36.8883,82.4,65,20,6.91,1619273147
Mattawa,US,5802636,46.7379,-119.9028,44.01,68,100,14.0,1619273148
Songling,CN,1898494,31.1933,120.7176,64.99,88,90,4.47,1619273148
Pine Bluff,US,4126226,34.2284,-92.0032,59.0,88,90,5.75,1619273149
Sawākin,SD,367544,19.1059,37.3321,87.55,51,28,7.14,1619273150
Kathmandu,NP,1283240,27.7167,85.3167,77.0,29,20,10.36,1619273033
Ulaangom,MN,1515029,49.9811,92.0667,38.12,38,95,2.73,1619273151
Tagusao,PH,1684245,9.1924,117.8141,79.83,81,86,4.41,1619273152
Sapouy,BF,2355869,11.5544,-1.7736,106.23,13,76,1.43,1619273153
Burgeo,CA,5911440,47.6167,-57.6152,36.68,95,100,15.7,1619273153
Gamba,GA,2400547,-2.65,10.0,80.47,79,100,9.4,1619273154
Saint-Paul,RE,935221,-21.0096,55.2707,78.8,73,75,20.71,1619273155
Kloulklubed,PW,7671223,7.0419,134.2556,82.4,83,75,6.91,1619273155
Mitsamiouli,KM,921786,-11.3847,43.2844,81.61,75,97,10.25,1619273156
Port Moresby,PG,2088122,-9.4431,147.1797,75.2,94,75,5.75,1619273157
Moncton,CA,6076211,46.1159,-64.8019,50.0,37,40,23.02,1619273158
São João da Barra,BR,3448903,-21.6403,-41.0511,82.4,57,0,1.86,1619273158
Sabha,LY,2212775,27.0377,14.4283,94.75,12,5,13.09,1619273159
Bydgoszcz,PL,3102014,53.1235,18.0076,53.01,29,0,14.97,1619273143
Twentynine Palms,US,5404198,34.1356,-116.0542,64.0,39,1,4.61,1619273160
Chornobay,UA,710716,49.6708,32.3239,46.26,41,99,17.16,1619273161
Meadow Lake,US,5478673,34.8014,-106.5436,51.01,45,1,8.86,1619273162
Şarkîkaraağaç,TR,301539,38.0794,31.3664,68.43,32,100,1.16,1619273163
Mauá,BR,3457381,-23.6678,-46.4614,73.99,77,75,2.3,1619272929
Key West,US,4160812,24.5557,-81.7826,82.0,78,20,14.97,1619273164
Paamiut,GL,3421193,61.994,-49.6678,36.75,76,12,3.74,1619273165
Tapes,BR,3446880,-30.6733,-51.3958,74.73,56,24,4.5,1619273166
Honiara,SB,2108502,-9.4333,159.95,78.13,82,50,3.31,1619273166
De Aar,ZA,1011632,-30.6497,24.0123,78.46,12,2,14.99,1619273167
Chimoio,MZ,1049261,-19.1164,33.4833,78.8,57,40,12.66,1619273168
Monteiro,BR,3394549,-7.8894,-37.12,86.16,41,11,7.2,1619273168
Wembley,AU,2058682,-31.9333,115.8,66.0,88,0,5.28,1619273169
Gijang,KR,1842966,35.2442,129.2139,59.0,58,20,6.91,1619273170
Ati,TD,2436400,13.2154,18.3353,106.57,9,100,2.06,1619273171
Tambun,ID,1649378,-6.2641,107.0712,86.0,65,20,3.44,1619273171
Greater Sudbury,CA,5964700,46.49,-80.99,54.0,49,20,5.75,1619273148
Jiehu,CN,1805884,35.5428,118.455,53.76,82,100,12.57,1619273173
Yandyki,RU,469151,45.7691,47.1258,68.49,34,67,12.24,1619273173
Chapleau,CA,5919915,47.8405,-83.4034,35.6,87,90,2.3,1619273174
Xichang,CN,1789647,27.8964,102.2634,69.22,26,0,4.29,1619273175
Sumbe,AO,3346015,-11.2061,13.8437,84.27,75,51,10.27,1619273176
Mayor Pablo Lagerenza,PY,3867427,-19.9309,-60.7718,84.4,57,95,11.65,1619273177
Kerchevskiy,RU,551047,59.946,56.2884,42.53,91,100,8.37,1619273177
Bud,US,4255151,39.447,-86.1758,51.01,81,100,5.28,1619273178
Yar-Sale,RU,1486321,66.8333,70.8333,33.4,91,99,6.22,1619273179
Linkou,CN,2036066,45.3,130.2833,39.06,42,0,4.18,1619273180
Udachny,RU,2014624,66.4167,112.4,30.63,89,96,8.19,1619273180
Mayo,US,4362001,38.8876,-76.5119,61.0,44,1,1.5,1619273181
Kabinda,CD,215527,-6.1333,24.4833,78.04,70,93,2.77,1619273182
Mosquera,CO,3674292,4.7059,-74.2302,62.6,59,20,6.91,1619273183
Krynychky,UA,704079,48.3755,34.467,48.0,76,40,15.66,1619273184
Zheleznodorozhnyy,RU,463355,55.7503,38.0042,42.01,87,75,15.66,1619273184
Saint-François,FR,2980080,46.4154,3.9054,75.2,29,0,3.44,1619273185
Korla,CN,1529376,41.7597,86.1469,55.65,34,28,7.4,1619273186
Salta,AR,3838233,-24.7859,-65.4117,62.6,82,40,4.61,1619273187
Kautokeino,NO,779330,69.0125,23.0412,27.63,80,100,20.0,1619273188
Kayes,ML,2455517,14.0,-11.0,106.66,7,51,8.79,1619272929
Castelo do Piauí,BR,3402548,-5.3222,-41.5525,88.54,51,99,6.08,1619273189
Nānākuli,US,5851349,21.3906,-158.1547,73.4,68,1,5.75,1619273190
Kungurtug,RU,1501377,50.5994,97.5228,26.04,92,99,1.41,1619273190
Mahibadhoo,MV,1337605,3.7833,72.9667,84.07,72,83,9.44,1619273191
Bima,ID,1648759,-8.4667,118.7167,74.86,92,67,3.22,1619273192
Makokou,GA,2399371,0.5738,12.8642,79.12,69,100,4.09,1619273193
Puerto Madryn,AR,3840092,-42.7692,-65.0385,55.94,58,0,8.93,1619273193
Chapais,CA,5919850,49.7834,-74.8492,37.4,44,1,11.5,1619272965
Mēga,ET,331259,4.05,38.3,69.28,63,97,10.85,1619273195
Laksar,IN,1265208,29.7667,78.05,82.53,18,0,7.54,1619273196
Rio Grande,BR,3451138,-32.035,-52.0986,73.4,68,20,6.91,1619273197
Bahía Blanca,AR,3865086,-38.7196,-62.2724,61.18,46,78,12.06,1619273197
Iglesias,IT,2524533,39.3114,8.535,73.4,52,20,12.66,1619273198
Manokwari,ID,1636308,-0.8667,134.0833,79.38,80,100,4.65,1619273199
Kralendijk,BQ,3513563,12.15,-68.2667,86.0,62,20,24.16,1619273199
Newport,GB,2641598,51.5877,-2.9984,62.6,39,7,17.27,1619273143
Zhuanghe,CN,1784055,39.7008,122.9911,57.0,61,0,9.93,1619273201
Nantucket,US,4944903,41.2835,-70.0995,55.4,50,1,16.11,1619272941
Dekar,BW,933815,-21.5333,21.9333,80.55,14,0,5.14,1619273202
Lakes Entrance,AU,2160735,-37.8811,147.981,53.01,85,71,10.65,1619273203
Kenai,US,5866063,60.5544,-151.2583,30.0,86,1,2.46,1619273032
Sioux Lookout,CA,6148373,50.1001,-91.917,23.0,93,75,3.44,1619273204
Keti Bandar,PK,1174451,24.1447,67.4497,84.9,63,0,15.59,1619273205
Edd,ER,338345,13.9297,41.6925,92.98,48,19,21.68,1619273205
Te Anau,NZ,2181625,-45.4167,167.7167,44.74,87,80,6.69,1619273206
Makkah al Mukarramah,SA,104515,21.4267,39.8261,95.83,23,2,15.39,1619273198
Yabrūd,SY,162627,33.9674,36.6574,91.4,10,40,5.75,1619273207
Aswān,EG,359792,24.0934,32.907,102.6,7,0,6.85,1619273209
Arman',RU,2127060,59.7,150.1667,15.15,75,43,13.2,1619273209
Klyuchi,RU,1503153,52.2667,79.1667,44.47,38,7,4.83,1619273211
Nuevo Casas Grandes,MX,3994616,30.4167,-107.9167,56.17,21,0,4.61,1619273211
Igarka,RU,1505991,67.4667,86.5833,32.9,98,100,8.81,1619273212
Jiazi,CN,1805935,22.8779,116.067,71.78,86,1,6.85,1619273213
Balabac,PH,1728675,7.9868,117.0645,80.28,82,89,7.31,1619273214
Shubarkuduk,KZ,608271,49.1447,56.4872,52.56,64,88,18.28,1619273215
Dvinskoy,RU,563990,62.1535,45.1175,56.82,53,49,10.87,1619273215
Endicott,US,5116602,42.0984,-76.0494,57.0,40,1,8.05,1619273147
Kiryat Gat,IL,293842,31.61,34.7642,75.0,43,0,1.99,1619273217
Coahuayana Viejo,MX,4013679,18.7333,-103.6833,75.2,43,1,1.63,1619273217
Maun,BW,933366,-19.9833,23.4167,86.0,21,20,3.44,1619273218
Sturgeon Falls,CA,5952554,46.3646,-79.9326,50.0,57,1,5.75,1619273219
Steinbach am Taunus,DE,2828737,50.1667,8.5667,60.8,39,0,9.22,1619273220
Stornoway,GB,2636790,58.2093,-6.3865,53.6,62,23,12.66,1619273221
Aksu,CN,1529660,41.1231,80.2644,61.79,23,87,6.22,1619273221
Yuli,NG,2317982,9.6989,10.2744,102.56,24,85,10.36,1619273222
Green River,US,5826559,41.5286,-109.4662,39.2,38,1,5.37,1619273223
Mizdah,LY,2214827,31.4451,12.9801,75.25,28,0,13.6,1619273224
Huánuco,PE,3696417,-9.9329,-76.2415,68.31,75,58,3.49,1619273224
Lensk,RU,2020838,60.7253,114.9278,33.84,95,100,4.7,1619273225
Ekibastuz,KZ,1524325,51.6667,75.3667,47.64,30,87,7.4,1619273226
Kapoeta,SS,372884,4.7717,33.5903,92.75,30,98,13.09,1619273226
Liverpool,GB,2644210,53.4106,-2.9779,66.2,34,0,6.91,1619272949
Ribeira Brava,PT,2263905,32.65,-17.0667,66.2,59,40,9.22,1619273228
Doha,QA,290030,25.2867,51.5333,91.4,51,0,13.8,1619272937
Morgan City,US,4333811,29.6994,-91.2068,75.99,94,90,11.5,1619273229
Cooma,AU,2170577,-36.2333,149.1333,32.0,93,14,4.61,1619273230
Chumikan,RU,2025256,54.7183,135.315,25.79,73,99,8.01,1619273231
Charleston,US,4574324,32.7766,-79.9309,68.0,83,90,9.22,1619272628
Gornopravdinsk,RU,1506268,60.05,69.9,44.37,84,100,2.53,1619273233
Svay Rieng,KH,1821993,11.0879,105.7993,84.83,65,100,11.95,1619273234
Wunsiedel,DE,2805762,50.0333,12.0167,55.99,49,100,4.0,1619273235
Sisophon,KH,1822207,13.5859,102.9737,80.58,73,100,8.14,1619273236
Foso,GH,2300883,5.7012,-1.2866,96.67,40,100,4.05,1619273237
Marand,IR,124862,38.4329,45.7749,77.0,13,75,9.22,1619273107
Skjervøy,NO,777682,70.0311,20.9714,34.3,61,100,17.11,1619273238
Itaituba,BR,3397967,-4.2761,-55.9836,86.0,79,40,1.72,1619273239
Zaritap,AM,409315,39.6363,45.5096,80.6,29,40,6.91,1619273239
Faro,PT,2268339,37.0194,-7.9322,68.0,83,40,18.41,1619273150
Sangar,RU,2017215,63.9242,127.4739,10.92,96,70,3.71,1619273240
Normandin,CA,6089179,48.8333,-72.5321,46.4,42,14,14.97,1619273241
Goma,CD,216281,-1.6792,29.2228,78.8,53,40,9.22,1619273242
Ilhabela,BR,3461425,-23.7781,-45.3581,76.87,67,45,4.65,1619273243
Honningsvåg,NO,779554,70.9821,25.9704,32.45,83,100,27.22,1619273243
Vao,NC,2137773,-22.6667,167.4833,76.19,67,100,9.33,1619273244
Sahuaripa,MX,3988265,29.05,-109.2333,63.3,21,9,3.89,1619273245
Kariba,ZW,889215,-16.5167,28.8,83.03,42,3,3.74,1619273245
Williams Lake,CA,6182212,52.1415,-122.1445,26.6,59,1,5.75,1619273246
Novosheshminsk,RU,517958,55.0651,51.2338,45.36,90,100,5.46,1619273247
Massaguet,TD,2428231,12.4755,15.4365,109.4,14,0,6.91,1619273248
Huoqiu,CN,1806651,32.3394,116.2694,58.12,80,100,11.74,1619273248
Ixtapa,MX,4004293,20.7,-105.2,73.99,78,75,4.61,1619273249
Juneau,US,5554072,58.3019,-134.4197,41.0,80,1,4.61,1619273250
Lake Charles,US,4330236,30.2131,-93.2044,75.2,88,90,13.8,1619272970
Lake City,US,4161187,30.1897,-82.6393,73.99,78,40,8.05,1619273209
Nyurba,RU,2018735,63.2842,118.3319,30.49,93,29,7.45,1619273252
Ganzhou,CN,1810637,28.8184,115.4327,62.58,96,100,8.84,1619273133
Qiyang,CN,1797417,26.5911,111.8474,61.03,84,100,6.31,1619273253
Lewisporte,CA,6053446,49.2499,-55.0482,41.0,81,90,12.66,1619273254
Panama City,PA,3703443,8.9936,-79.5197,84.0,78,52,5.75,1619273255
Camopi,GF,3382226,3.1655,-52.3158,79.7,91,98,2.91,1619273256
Biloela,AU,2175819,-24.4167,150.5,60.31,69,0,3.04,1619273256
Chara,RU,2025630,56.9064,118.2631,24.28,74,72,2.91,1619273257
Kribi,CM,2229761,2.95,9.9167,79.7,75,100,5.3,1619273258
Ushumun,RU,2014038,52.7833,126.5333,36.99,60,29,13.35,1619273258
Hoa Binh,VN,1580830,20.8133,105.3383,82.4,89,75,11.5,1619273259
Zaragoza,ES,3104324,41.6561,-0.8773,75.0,42,0,16.11,1619273260
Jizan,SA,105298,17.3333,42.6667,93.2,52,20,13.8,1619273261
Naberera,TZ,152042,-4.2,36.9333,72.27,65,100,6.58,1619273261
Venado Tuerto,AR,3833062,-33.7456,-61.9688,70.0,99,0,15.01,1619273262
Turbat,PK,1163054,26.0023,63.044,91.71,34,0,17.96,1619272982
Oktyabr'skiy,RU,515879,54.4815,53.471,44.24,89,100,5.7,1619273263
Heraclea,TR,315498,37.5133,34.0467,72.66,23,82,2.86,1619273264
Vila Velha,BR,3445026,-20.3297,-40.2925,82.0,69,40,9.22,1619273090
City of San Pedro,PH,1688781,14.35,121.0167,84.0,78,20,2.3,1619273266
Yangambi,CD,203717,0.8102,24.4336,76.19,83,100,1.86,1619273268
Hoeilaart,BE,2795700,50.7667,4.4667,62.01,44,0,10.36,1619273040
Cáchira,CO,3688106,7.741,-73.0483,82.4,69,40,5.75,1619273269
Araripina,BR,3407243,-7.5761,-40.4983,84.27,53,57,6.58,1619273270
Birjand,IR,140463,32.8663,59.2211,84.2,8,0,11.5,1619273271
Almaznyy,RU,582447,48.0448,40.045,59.0,33,20,17.9,1619273271
Havre-St-Pierre,CA,5972291,50.2334,-63.5986,39.2,70,1,11.5,1619273272
Priargunsk,RU,2017646,50.3691,119.1012,45.91,24,68,4.97,1619273273
Bo Phloi,TH,1153850,14.3236,99.5161,87.01,67,88,4.03,1619273273
Bubaque,GW,2374583,11.2833,-15.8333,79.57,59,4,11.9,1619273274
Mandalgovi,MN,2030065,45.7625,106.2708,49.24,83,100,8.39,1619273275
Lukovetskiy,RU,533418,64.2956,41.9211,51.8,76,75,8.95,1619273276
Simpang,ID,1627035,-1.2667,104.0833,75.78,91,100,2.75,1619273277
Krasnovishersk,RU,542184,60.4078,57.082,43.54,89,100,6.96,1619273277
Santa Isabel Xiloxoxtla,MX,3516763,19.2667,-98.2,57.2,47,1,6.91,1619273278
Kerema,PG,2094144,-7.9631,145.7785,79.54,84,99,2.19,1619273279
Ballaghaderreen,IE,2966784,53.9,-8.5833,64.4,27,0,8.05,1619273279
Dawson Creek,CA,5935804,55.7666,-120.2362,26.6,74,75,6.91,1619273280
San Jose,US,5392171,37.3394,-121.895,51.8,71,75,3.44,1619273012
Oddur,SO,49747,4.1213,43.8894,87.06,45,73,7.11,1619273281
Kaputa,ZM,176758,-8.4689,29.6619,78.75,61,41,2.28,1619273282
Nguruka,TZ,151567,-5.1092,31.0419,74.88,73,96,4.29,1619273283
Kaspiysk,RU,551847,42.8816,47.6392,57.2,72,12,8.95,1619273284
Volksrust,ZA,943032,-27.3654,29.8818,66.63,22,22,6.24,1619273284
Liwale,TZ,155921,-9.7667,37.9333,72.09,94,95,5.37,1619273285
Aksarka,RU,1512019,66.5606,67.7975,34.16,94,77,1.68,1619273286
Shahrud,IR,135423,36.4182,54.9763,72.46,36,100,7.92,1619273286
Langsa,ID,1214724,4.4683,97.9683,74.84,97,100,3.4,1619273287
Kismayo,SO,55671,-0.3582,42.5454,84.2,68,99,14.23,1619273288
Pierre,US,5767918,44.3683,-100.351,33.01,93,90,5.39,1619273289
Linguère,SN,2249281,15.3953,-15.1193,102.27,10,7,9.51,1619273289
Alanya,TR,324190,36.5438,31.9998,78.8,27,75,6.91,1619273197
Petatlán,MX,3992842,17.5167,-101.2667,69.8,64,20,1.48,1619273291
Hamilton,US,4513583,39.1834,-84.5333,53.01,62,90,8.05,1619273291
Sydney,AU,2147714,-33.8679,151.2073,60.8,59,0,12.66,1619273168
Mayumba,GA,2399001,-3.432,10.6554,81.45,78,80,2.04,1619273293
Lufilufi,WS,4035249,-13.8745,-171.5986,75.2,94,20,3.44,1619273294
Saquena,PE,3692020,-4.6667,-73.5167,82.26,69,96,1.12,1619273294
Capesterre-Belle-Eau,GP,3579585,16.0432,-61.566,84.2,58,40,11.5,1619273295
Cam Ranh,VN,1586350,11.9214,109.1591,84.2,70,20,3.44,1619273296
Ano Mera,GR,264878,37.45,25.4,60.01,72,40,20.71,1619273297
North Myrtle Beach,US,4589446,33.816,-78.68,64.99,77,90,6.91,1619273131
Ølgod,DK,2615749,55.8068,8.6286,48.2,53,20,18.41,1619273298
Bayan,CN,2038421,46.0833,127.4,44.67,28,0,6.17,1619273299
Rumphi,MW,924102,-11.0186,33.8575,74.57,71,61,6.67,1619273299
Dunda,TZ,160141,-8.1167,34.25,77.45,61,71,3.36,1619273300
